# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jul 13 07:17:05 2022
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%FALSE%')
#
# COLUMN kepid:          KepID
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_num_transits: Number of Transits
#
kepid,kepler_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_model_snr,koi_num_transits
6890618,,FALSE POSITIVE,0,0,145.30,857
6925263,,FALSE POSITIVE,1,0,7.70,530
6927629,,FALSE POSITIVE,0,1,1379.10,0
6929016,,FALSE POSITIVE,0,1,13.80,1418
6936977,,FALSE POSITIVE,0,1,1899.10,35
6939670,,FALSE POSITIVE,0,1,374.80,632
6947837,,FALSE POSITIVE,1,0,13.40,1139
6949550,,FALSE POSITIVE,0,1,3314.70,515
7816680,,FALSE POSITIVE,0,1,1329.60,303
7838639,,FALSE POSITIVE,0,1,1048.10,632
7846730,,FALSE POSITIVE,0,1,4680.20,0
7847927,,FALSE POSITIVE,0,1,759.70,18
8526387,,FALSE POSITIVE,0,0,8.50,1456
8543278,,FALSE POSITIVE,0,1,907.20,173
8552500,,FALSE POSITIVE,0,0,12.10,2519
8552540,,FALSE POSITIVE,0,1,671.90,0
8553788,,FALSE POSITIVE,0,1,1662.00,836
8553907,,FALSE POSITIVE,0,1,2164.40,0
8559796,,FALSE POSITIVE,1,0,3.50,1089
8559863,,FALSE POSITIVE,0,1,2393.20,59
9529856,,FALSE POSITIVE,0,1,1262.30,38
9536048,,FALSE POSITIVE,0,0,7.00,718
9540450,,FALSE POSITIVE,0,1,537.40,0
9540675,,FALSE POSITIVE,0,0,13.40,305
9541163,,FALSE POSITIVE,1,0,10.60,1993
9541567,,FALSE POSITIVE,1,0,,474
9569866,,FALSE POSITIVE,0,1,1095.90,910
9579192,,FALSE POSITIVE,0,1,3799.50,112
10363300,,FALSE POSITIVE,0,1,1149.30,1143
10407047,,FALSE POSITIVE,0,0,25.50,762
10407430,,FALSE POSITIVE,0,0,18.90,1224
10407464,,FALSE POSITIVE,0,0,11.20,1444
10417704,,FALSE POSITIVE,1,0,,351
10420279,,FALSE POSITIVE,0,1,1337.00,0
10422852,,FALSE POSITIVE,0,1,204.00,499
11499757,,FALSE POSITIVE,1,0,2540.60,0
11501774,,FALSE POSITIVE,0,1,18.00,1940
11502172,,FALSE POSITIVE,0,1,785.00,54
11502179,,FALSE POSITIVE,0,0,10.50,335
11506235,,FALSE POSITIVE,0,1,1620.80,68
11560382,,FALSE POSITIVE,0,0,14.80,2535
11560431,,FALSE POSITIVE,0,0,2.30,2527
2438062,,FALSE POSITIVE,0,1,85.50,113
2438517,,FALSE POSITIVE,0,0,11.40,341
2442084,,FALSE POSITIVE,0,1,1566.80,27
2450716,,FALSE POSITIVE,0,1,2.80,968
2557430,,FALSE POSITIVE,0,1,477.00,1035
2568971,,FALSE POSITIVE,1,0,40.30,265
4284147,,FALSE POSITIVE,1,0,,746
4349935,,FALSE POSITIVE,1,0,49.60,1703
4352168,,FALSE POSITIVE,0,1,3167.90,0
4356621,,FALSE POSITIVE,0,0,10.50,772
4357985,,FALSE POSITIVE,0,1,12.40,157
4367544,,FALSE POSITIVE,0,1,105.80,74
4372410,,FALSE POSITIVE,1,0,4.90,1936
4372961,,FALSE POSITIVE,0,1,99.50,426
5119143,,FALSE POSITIVE,1,0,12.50,2514
5125048,,FALSE POSITIVE,1,0,,2367
5126627,,FALSE POSITIVE,1,0,,1294
5130890,,FALSE POSITIVE,1,0,,1470
5164794,,FALSE POSITIVE,1,0,40.90,1009
5172274,,FALSE POSITIVE,0,1,3.10,114
5174492,,FALSE POSITIVE,0,1,1.70,1564
6068947,,FALSE POSITIVE,0,1,419.60,2327
6103049,,FALSE POSITIVE,0,1,641.40,1614
6109688,,FALSE POSITIVE,0,1,1856.90,94
6128141,,FALSE POSITIVE,0,1,181.90,709
6131659,,FALSE POSITIVE,0,1,2450.10,0
6146838,,FALSE POSITIVE,0,1,1986.10,50
6950275,,FALSE POSITIVE,0,1,12.20,29
6953219,,FALSE POSITIVE,0,0,70.30,2360
6962018,,FALSE POSITIVE,0,1,541.40,1052
6965293,,FALSE POSITIVE,0,1,616.90,530
6967430,,FALSE POSITIVE,0,0,10.50,332
7009828,,FALSE POSITIVE,0,1,1203.40,252
7025851,,FALSE POSITIVE,0,1,881.50,76
7870250,,FALSE POSITIVE,1,0,16.90,2310
7871395,,FALSE POSITIVE,1,0,,3
7885518,,FALSE POSITIVE,0,0,17.10,1550
7885570,,FALSE POSITIVE,0,1,379.70,783
7886329,,FALSE POSITIVE,1,0,1219.80,1180
7919653,,FALSE POSITIVE,0,1,1071.90,643
7938468,,FALSE POSITIVE,0,1,3076.60,0
8560861,,FALSE POSITIVE,0,1,1554.10,43
8565900,,FALSE POSITIVE,1,0,,830
8569819,,FALSE POSITIVE,0,1,1614.70,0
8574270,,FALSE POSITIVE,0,1,928.20,89
8581658,,FALSE POSITIVE,0,1,7428.70,0
8590527,,FALSE POSITIVE,0,1,726.20,1808
8604993,,FALSE POSITIVE,0,1,712.60,205
8608490,,FALSE POSITIVE,0,1,541.20,1239
9579789,,FALSE POSITIVE,0,0,11.20,1228
9581498,,FALSE POSITIVE,1,0,,125
9592855,,FALSE POSITIVE,1,0,3250.10,2204
9596187,,FALSE POSITIVE,0,1,298.00,1404
9597095,,FALSE POSITIVE,0,1,918.00,495
10454401,,FALSE POSITIVE,0,1,1809.80,0
10462826,,FALSE POSITIVE,0,1,1435.10,27
10468514,,FALSE POSITIVE,0,1,100.10,31
10471113,,FALSE POSITIVE,0,0,13.30,1440
10481054,,FALSE POSITIVE,0,0,11.40,525
10486425,,FALSE POSITIVE,0,1,902.50,191
11560447,,FALSE POSITIVE,0,1,706.10,2539
11601357,,FALSE POSITIVE,1,0,7.60,240
11615481,,FALSE POSITIVE,0,1,1146.60,3
11616200,,FALSE POSITIVE,0,1,833.40,779
11616631,,FALSE POSITIVE,1,0,18.90,193
11616663,,FALSE POSITIVE,1,0,26.60,193
11618798,,FALSE POSITIVE,1,0,8.60,29
2570505,,FALSE POSITIVE,0,0,15.10,710
2570767,,FALSE POSITIVE,0,0,19.40,711
2571075,,FALSE POSITIVE,1,0,8.90,705
2576692,,FALSE POSITIVE,0,1,1974.60,0
2580872,,FALSE POSITIVE,1,0,2278.90,0
2583777,,FALSE POSITIVE,0,1,296.00,1396
2693092,,FALSE POSITIVE,0,1,4421.60,31
2708156,,FALSE POSITIVE,0,1,4211.80,0
2708172,,FALSE POSITIVE,0,0,16.70,715
4375101,,FALSE POSITIVE,0,1,880.30,18
4380283,,FALSE POSITIVE,0,1,1063.20,1229
4384793,,FALSE POSITIVE,1,0,10.30,0
4445630,,FALSE POSITIVE,0,1,2890.70,0
4446411,,FALSE POSITIVE,0,0,30.90,2126
4454219,,FALSE POSITIVE,0,1,86.80,21
4456622,,FALSE POSITIVE,0,1,267.30,1734
4482738,,FALSE POSITIVE,1,0,46.50,1209
4484312,,FALSE POSITIVE,0,0,12.10,483
5174920,,FALSE POSITIVE,1,0,15.40,1427
5181455,,FALSE POSITIVE,0,1,1268.70,243
5193386,,FALSE POSITIVE,1,0,852.20,53
5196851,,FALSE POSITIVE,1,0,20.40,395
5199978,,FALSE POSITIVE,0,1,24.00,1889
5211470,,FALSE POSITIVE,0,1,471.20,547
6147573,,FALSE POSITIVE,0,1,3016.90,53
6152521,,FALSE POSITIVE,1,0,18.10,377
6185717,,FALSE POSITIVE,0,1,2184.70,90
6205460,,FALSE POSITIVE,0,1,864.90,370
6206751,,FALSE POSITIVE,0,1,1178.50,1081
6207053,,FALSE POSITIVE,0,1,40.30,2214
6220470,,FALSE POSITIVE,0,1,6113.70,164
7031132,,FALSE POSITIVE,1,0,13.10,2369
7031732,,FALSE POSITIVE,0,1,21.90,2369
7031767,,FALSE POSITIVE,1,0,13.50,2369
7031948,,FALSE POSITIVE,1,0,18.10,2012
7031992,,FALSE POSITIVE,1,0,22.10,2373
7032117,,FALSE POSITIVE,1,0,21.00,2375
7032174,,FALSE POSITIVE,0,0,19.20,2361
7032383,,FALSE POSITIVE,1,0,18.80,2366
7943535,,FALSE POSITIVE,0,1,632.40,280
7947631,,FALSE POSITIVE,0,1,669.10,1065
7950775,,FALSE POSITIVE,0,1,2049.10,150
7955301,,FALSE POSITIVE,0,1,117.00,91
7960295,,FALSE POSITIVE,0,1,86.40,90
7960547,,FALSE POSITIVE,0,1,3356.80,199
7967100,,FALSE POSITIVE,0,1,351.10,691
8610483,,FALSE POSITIVE,0,1,1151.60,0
8618226,,FALSE POSITIVE,0,1,2168.40,232
8621026,,FALSE POSITIVE,0,1,5461.00,171
8690001,,FALSE POSITIVE,1,0,3590.20,0
9597854,,FALSE POSITIVE,0,0,12.30,1015
9602431,,FALSE POSITIVE,0,0,10.00,304
9602538,,FALSE POSITIVE,0,0,7.80,305
9630640,,FALSE POSITIVE,1,0,291.70,366
9635529,,FALSE POSITIVE,0,1,1819.10,574
9637299,,FALSE POSITIVE,0,1,2051.30,0
10490960,,FALSE POSITIVE,1,0,2041.60,192
10491031,,FALSE POSITIVE,0,1,5915.40,495
10535807,,FALSE POSITIVE,0,1,554.40,907
10535858,,FALSE POSITIVE,1,0,9.20,1444
10547685,,FALSE POSITIVE,0,1,454.60,768
10549576,,FALSE POSITIVE,0,1,756.40,118
10552700,,FALSE POSITIVE,1,0,145.30,1131
11619964,,FALSE POSITIVE,0,1,3170.10,132
11651105,,FALSE POSITIVE,1,0,72.30,79
11662440,,FALSE POSITIVE,0,1,664.10,91
11704044,,FALSE POSITIVE,0,1,2842.20,0
11706658,,FALSE POSITIVE,0,1,137.30,952
2708445,,FALSE POSITIVE,0,0,17.40,714
2708614,,FALSE POSITIVE,0,1,72.60,3
2711114,,FALSE POSITIVE,0,1,292.00,939
2720354,,FALSE POSITIVE,0,1,1227.30,477
2852560,,FALSE POSITIVE,1,0,1907.80,0
2856960,,FALSE POSITIVE,0,1,35.10,7
4484356,,FALSE POSITIVE,0,1,578.20,1875
4489844,,FALSE POSITIVE,0,0,3.80,1627
4540632,,FALSE POSITIVE,0,1,1236.10,0
4544623,,FALSE POSITIVE,0,1,13.50,523
4565985,,FALSE POSITIVE,0,1,41.00,64
4569590,,FALSE POSITIVE,1,0,91.30,24
4574310,,FALSE POSITIVE,0,1,2019.40,823
4575824,,FALSE POSITIVE,0,1,8.60,3
5216727,,FALSE POSITIVE,0,1,845.00,888
5218014,,FALSE POSITIVE,0,1,416.10,124
5255552,,FALSE POSITIVE,0,1,180.90,31
5266937,,FALSE POSITIVE,0,1,1331.50,0
5269407,,FALSE POSITIVE,0,1,1191.20,1395
5271803,,FALSE POSITIVE,0,1,1.60,2480
5272571,,FALSE POSITIVE,0,0,20.30,1046
6228703,,FALSE POSITIVE,0,1,943.70,325
6231401,,FALSE POSITIVE,0,1,1508.70,222
6279823,,FALSE POSITIVE,1,0,10.80,3
6283224,,FALSE POSITIVE,1,0,545.00,925
6285094,,FALSE POSITIVE,0,0,13.10,128
6285396,,FALSE POSITIVE,1,0,10.40,256
6285397,,FALSE POSITIVE,0,0,11.30,263
7032968,,FALSE POSITIVE,0,0,11.20,2359
7033713,,FALSE POSITIVE,0,0,11.80,515
7033748,,FALSE POSITIVE,0,1,2132.00,613
7049486,,FALSE POSITIVE,0,1,2173.10,50
7050754,,FALSE POSITIVE,0,1,23.90,2172
7090801,,FALSE POSITIVE,1,0,7.40,3
7097571,,FALSE POSITIVE,0,1,951.40,470
7970629,,FALSE POSITIVE,0,1,3769.00,1303
7970760,,FALSE POSITIVE,0,1,9054.70,178
7971389,,FALSE POSITIVE,0,1,1812.60,99
7976136,,FALSE POSITIVE,0,1,59.50,2055
7976435,,FALSE POSITIVE,1,0,,413
7985167,,FALSE POSITIVE,0,1,469.20,966
7987749,,FALSE POSITIVE,0,1,1947.80,76
8700506,,FALSE POSITIVE,0,1,1375.10,0
8701327,,FALSE POSITIVE,0,1,2074.50,320
8711548,,FALSE POSITIVE,0,1,3788.70,0
8713828,,FALSE POSITIVE,1,0,,1066
8719897,,FALSE POSITIVE,0,1,1975.10,864
8736245,,FALSE POSITIVE,0,1,675.70,532
8738115,,FALSE POSITIVE,0,1,485.80,28
8739209,,FALSE POSITIVE,1,0,23.60,378
8746310,,FALSE POSITIVE,0,1,1397.70,200
9640921,,FALSE POSITIVE,0,1,268.10,18
9640921,,FALSE POSITIVE,0,0,13.80,606
9641031,,FALSE POSITIVE,0,1,476.60,0
9641103,,FALSE POSITIVE,0,0,9.20,1226
9644411,,FALSE POSITIVE,0,0,20.20,814
9644683,,FALSE POSITIVE,1,0,189.90,1938
9652166,,FALSE POSITIVE,1,0,14.20,2085
10556578,,FALSE POSITIVE,0,1,174.00,1180
10583181,,FALSE POSITIVE,0,1,2717.00,501
10592163,,FALSE POSITIVE,0,1,1779.10,94
10597164,,FALSE POSITIVE,0,0,16.80,300
10601538,,FALSE POSITIVE,0,0,12.70,917
10601579,,FALSE POSITIVE,0,1,5402.00,167
10613718,,FALSE POSITIVE,1,0,563.00,1826
8557246,,FALSE POSITIVE,1,0,6.90,6
11709022,,FALSE POSITIVE,1,0,,1865
11724091,,FALSE POSITIVE,0,1,1315.50,862
11757422,,FALSE POSITIVE,0,1,10.10,735
11763910,,FALSE POSITIVE,1,0,15.90,2195
11768970,,FALSE POSITIVE,0,1,773.40,87
11775530,,FALSE POSITIVE,1,0,8.00,101
11811454,,FALSE POSITIVE,0,1,2047.90,590
8560280,,FALSE POSITIVE,0,0,27.90,15
2860594,,FALSE POSITIVE,0,1,814.10,250
2860788,,FALSE POSITIVE,0,1,1026.00,515
2969638,,FALSE POSITIVE,1,0,,684
2973509,,FALSE POSITIVE,1,0,4355.50,203
2998124,,FALSE POSITIVE,0,1,2526.20,47
3098194,,FALSE POSITIVE,0,1,1347.90,0
4578594,,FALSE POSITIVE,0,1,864.50,4
4587448,,FALSE POSITIVE,1,0,,597
4633434,,FALSE POSITIVE,0,1,2141.30,47
4661634,,FALSE POSITIVE,0,1,3902.30,16
4665989,,FALSE POSITIVE,0,1,792.90,954
4671584,,FALSE POSITIVE,0,1,251.40,387
4678171,,FALSE POSITIVE,0,1,1758.70,0
4681152,,FALSE POSITIVE,0,1,1378.90,729
4725292,,FALSE POSITIVE,1,0,,1794
5282656,,FALSE POSITIVE,0,0,8.80,702
5284133,,FALSE POSITIVE,0,1,4761.50,122
5285607,,FALSE POSITIVE,0,1,2271.00,555
5286786,,FALSE POSITIVE,0,1,103.10,110
5288543,,FALSE POSITIVE,0,1,6009.00,629
5294739,,FALSE POSITIVE,0,1,1587.70,0
5298620,,FALSE POSITIVE,1,0,12.80,110
5300878,,FALSE POSITIVE,0,1,1012.90,2094
6292732,,FALSE POSITIVE,0,0,14.80,1076
6311637,,FALSE POSITIVE,0,1,680.40,835
6364126,,FALSE POSITIVE,0,1,10.70,224
6364195,,FALSE POSITIVE,1,0,14.20,264
6364200,,FALSE POSITIVE,0,0,10.50,264
6364247,,FALSE POSITIVE,0,0,13.50,264
7105574,,FALSE POSITIVE,0,1,1216.80,66
7115200,,FALSE POSITIVE,1,0,13.80,2380
7115332,,FALSE POSITIVE,1,0,21.70,1222
7115463,,FALSE POSITIVE,1,0,23.30,2369
7115597,,FALSE POSITIVE,1,0,14.10,2011
7115878,,FALSE POSITIVE,1,0,22.60,2371
7116043,,FALSE POSITIVE,0,0,12.50,2016
7116226,,FALSE POSITIVE,1,0,26.40,2372
8008128,,FALSE POSITIVE,0,1,2822.10,88
8009500,,FALSE POSITIVE,0,1,3487.80,36
8013289,,FALSE POSITIVE,1,0,153.70,134
8016214,,FALSE POSITIVE,0,1,996.80,853
8027902,,FALSE POSITIVE,1,0,42.00,757
8039925,,FALSE POSITIVE,1,0,23.70,69
8081389,,FALSE POSITIVE,0,1,2309.20,904
8750094,,FALSE POSITIVE,1,0,21.10,2034
8758161,,FALSE POSITIVE,0,1,3979.10,1348
8767034,,FALSE POSITIVE,1,0,23.60,2285
8773948,,FALSE POSITIVE,0,1,1255.20,41
8784288,,FALSE POSITIVE,0,1,920.80,735
8804358,,FALSE POSITIVE,1,0,6.70,23
8508493,,FALSE POSITIVE,1,0,7.90,4
9652632,,FALSE POSITIVE,0,1,3290.50,546
9655424,,FALSE POSITIVE,1,0,7.80,1268
9657636,,FALSE POSITIVE,1,0,11.20,3
9665503,,FALSE POSITIVE,0,1,2341.50,0
9673173,,FALSE POSITIVE,0,1,2674.60,65
9711751,,FALSE POSITIVE,0,1,598.40,1571
10619109,,FALSE POSITIVE,0,1,1488.60,525
10646620,,FALSE POSITIVE,1,0,38.10,568
10649230,,FALSE POSITIVE,0,0,28.40,1491
10661913,,FALSE POSITIVE,0,1,17.60,1094
10661976,,FALSE POSITIVE,1,0,8.50,1094
10662021,,FALSE POSITIVE,1,0,10.80,1092
8560927,,FALSE POSITIVE,0,0,9.20,43
11817750,,FALSE POSITIVE,0,1,827.00,274
11855538,,FALSE POSITIVE,0,0,5.90,420
11858541,,FALSE POSITIVE,0,1,1098.30,235
11873166,,FALSE POSITIVE,0,1,429.70,909
11873171,,FALSE POSITIVE,0,0,10.40,1820
3102024,,FALSE POSITIVE,0,1,1524.10,95
3110937,,FALSE POSITIVE,0,0,10.70,710
3115480,,FALSE POSITIVE,0,1,568.70,732
3120320,,FALSE POSITIVE,0,1,5640.00,124
3127817,,FALSE POSITIVE,0,1,1513.20,501
3228740,,FALSE POSITIVE,0,1,11.20,1833
3230206,,FALSE POSITIVE,0,0,9.80,186
3230227,,FALSE POSITIVE,0,1,548.50,186
4729553,,FALSE POSITIVE,1,0,1703.00,1418
4736208,,FALSE POSITIVE,0,1,963.50,0
4737302,,FALSE POSITIVE,0,1,1876.90,143
4739194,,FALSE POSITIVE,0,1,2165.30,0
4739565,,FALSE POSITIVE,0,1,22.30,1491
4740688,,FALSE POSITIVE,0,0,10.20,388
4753988,,FALSE POSITIVE,0,1,2096.80,145
4757331,,FALSE POSITIVE,0,1,324.40,908
5301955,,FALSE POSITIVE,1,0,,1953
5306862,,FALSE POSITIVE,0,1,987.80,665
5307574,,FALSE POSITIVE,0,0,12.00,25
5308778,,FALSE POSITIVE,0,1,306.70,50
5310435,,FALSE POSITIVE,0,1,772.70,277
5343976,,FALSE POSITIVE,0,1,1234.30,239
5347537,,FALSE POSITIVE,0,1,687.50,4
5347784,,FALSE POSITIVE,0,1,2595.90,283
6364294,,FALSE POSITIVE,0,0,14.50,265
6367439,,FALSE POSITIVE,0,1,15.10,362
6367628,,FALSE POSITIVE,0,1,401.50,365
6384840,,FALSE POSITIVE,1,0,8.10,457
6386784,,FALSE POSITIVE,0,0,14.20,672
6390236,,FALSE POSITIVE,1,0,5.70,1499
6421188,,FALSE POSITIVE,0,1,2171.40,63
7116236,,FALSE POSITIVE,0,1,18.30,2015
7117513,,FALSE POSITIVE,0,0,12.30,2005
7117541,,FALSE POSITIVE,0,1,717.50,825
7118545,,FALSE POSITIVE,0,1,7795.30,91
7125636,,FALSE POSITIVE,0,1,1680.00,208
7128918,,FALSE POSITIVE,0,1,1483.20,375
7132015,,FALSE POSITIVE,0,0,6.30,39
8088354,,FALSE POSITIVE,0,1,1305.80,217
8094140,,FALSE POSITIVE,0,1,1066.70,1887
8094221,,FALSE POSITIVE,0,1,25.40,129
8097825,,FALSE POSITIVE,0,1,622.80,923
8098300,,FALSE POSITIVE,0,1,6104.80,622
8098515,,FALSE POSITIVE,1,0,,1044
8104436,,FALSE POSITIVE,0,1,27.30,527
8822585,,FALSE POSITIVE,1,0,29.90,825
8823397,,FALSE POSITIVE,0,1,3289.10,897
8841616,,FALSE POSITIVE,0,1,1884.30,797
8845221,,FALSE POSITIVE,0,1,2851.30,500
8848104,,FALSE POSITIVE,0,1,642.20,1619
8848115,,FALSE POSITIVE,0,1,10.00,329
8868657,,FALSE POSITIVE,0,1,25.90,301
9762514,,FALSE POSITIVE,0,0,10.10,179
9762519,,FALSE POSITIVE,0,1,1676.80,179
9777062,,FALSE POSITIVE,0,1,7232.10,0
9786821,,FALSE POSITIVE,0,1,443.90,47
9790965,,FALSE POSITIVE,1,0,486.30,1301
9818732,,FALSE POSITIVE,0,1,1763.50,0
10685175,,FALSE POSITIVE,1,0,63.30,342
10686876,,FALSE POSITIVE,0,1,3260.00,412
10686930,,FALSE POSITIVE,0,0,12.70,410
10711913,,FALSE POSITIVE,0,1,2506.60,64
10732401,,FALSE POSITIVE,1,0,35.90,680
11906217,,FALSE POSITIVE,0,1,1065.90,26
11913052,,FALSE POSITIVE,0,0,17.00,331
11913071,,FALSE POSITIVE,0,1,6016.20,358
11918482,,FALSE POSITIVE,0,1,44.70,35
11922648,,FALSE POSITIVE,0,0,9.60,765
11922782,,FALSE POSITIVE,0,1,541.90,766
11923819,,FALSE POSITIVE,0,1,3733.60,39
11959569,,FALSE POSITIVE,0,1,1021.30,0
11966557,,FALSE POSITIVE,0,1,1215.80,0
3241619,,FALSE POSITIVE,0,1,1288.00,789
3241662,,FALSE POSITIVE,0,0,8.90,787
3245000,,FALSE POSITIVE,0,0,11.60,53
3247294,,FALSE POSITIVE,0,1,836.00,15
3248332,,FALSE POSITIVE,1,0,224.90,289
3323289,,FALSE POSITIVE,0,1,1618.40,0
4758350,,FALSE POSITIVE,0,1,58.10,965
4758368,,FALSE POSITIVE,0,1,1566.60,575
4768756,,FALSE POSITIVE,0,0,16.70,561
4769824,,FALSE POSITIVE,0,0,10.50,52
4773155,,FALSE POSITIVE,0,1,2008.10,0
4832273,,FALSE POSITIVE,1,0,10.30,3
5359678,,FALSE POSITIVE,0,1,1398.80,431
5385469,,FALSE POSITIVE,1,0,6.70,109
5385647,,FALSE POSITIVE,0,1,28.30,109
5385667,,FALSE POSITIVE,1,0,39.00,112
5388229,,FALSE POSITIVE,1,0,118.70,2160
5389184,,FALSE POSITIVE,0,0,10.80,1256
6421483,,FALSE POSITIVE,0,1,217.00,483
6421937,,FALSE POSITIVE,0,1,96.00,4
6428942,,FALSE POSITIVE,1,0,8.30,3
6437993,,FALSE POSITIVE,1,0,15.50,962
6442246,,FALSE POSITIVE,0,0,9.30,603
6443392,,FALSE POSITIVE,1,0,1582.90,860
7137798,,FALSE POSITIVE,0,1,904.80,599
7177553,,FALSE POSITIVE,0,1,1951.80,74
7177892,,FALSE POSITIVE,0,1,560.00,963
7185487,,FALSE POSITIVE,1,0,9.80,164
7198648,,FALSE POSITIVE,1,0,54.00,2368
7199935,,FALSE POSITIVE,1,0,12.40,2368
7200102,,FALSE POSITIVE,0,1,1143.60,0
7200225,,FALSE POSITIVE,1,0,18.70,2363
8111622,,FALSE POSITIVE,0,1,2025.20,0
8112013,,FALSE POSITIVE,0,1,2493.30,751
8123170,,FALSE POSITIVE,1,0,9.90,1288
8123937,,FALSE POSITIVE,1,0,8.00,2656
8128965,,FALSE POSITIVE,0,1,3250.00,378
8129189,,FALSE POSITIVE,0,1,3272.40,27
8878681,,FALSE POSITIVE,0,1,1412.40,538
8879427,,FALSE POSITIVE,0,1,982.30,82
8879915,,FALSE POSITIVE,0,1,742.80,0
8890996,,FALSE POSITIVE,0,1,14.40,892
8906676,,FALSE POSITIVE,0,1,6579.30,168
8938628,,FALSE POSITIVE,0,1,308.50,389
8940961,,FALSE POSITIVE,0,1,368.80,848
9821078,,FALSE POSITIVE,1,0,3072.50,0
9848420,,FALSE POSITIVE,0,0,8.80,134
9850387,,FALSE POSITIVE,0,1,520.30,787
9850912,,FALSE POSITIVE,0,0,14.50,128
9852050,,FALSE POSITIVE,1,0,,1131
9873869,,FALSE POSITIVE,0,1,5742.00,269
10736223,,FALSE POSITIVE,0,1,3732.80,1223
10743600,,FALSE POSITIVE,0,1,240.10,730
10753734,,FALSE POSITIVE,0,1,1496.80,0
10794242,,FALSE POSITIVE,0,1,2368.60,190
10794405,,FALSE POSITIVE,0,1,390.80,940
10809677,,FALSE POSITIVE,0,1,337.20,304
11967004,,FALSE POSITIVE,0,1,1243.70,689
11968490,,FALSE POSITIVE,0,1,511.40,2482
11970288,,FALSE POSITIVE,0,1,154.40,68
12004679,,FALSE POSITIVE,0,1,1495.40,421
12004680,,FALSE POSITIVE,0,0,8.90,420
12004689,,FALSE POSITIVE,0,0,7.80,406
12013615,,FALSE POSITIVE,0,1,6499.90,0
12022517,,FALSE POSITIVE,0,1,964.80,356
6307521,,FALSE POSITIVE,0,0,15.30,5
7037540,,FALSE POSITIVE,1,0,10.80,1203
4349442,,FALSE POSITIVE,0,0,5.30,206
3327980,,FALSE POSITIVE,0,1,1351.50,0
3329643,,FALSE POSITIVE,1,0,33.60,1328
3335816,,FALSE POSITIVE,0,1,757.00,360
3337438,,FALSE POSITIVE,0,0,17.80,456
3337548,,FALSE POSITIVE,1,0,9.10,446
3339538,,FALSE POSITIVE,0,1,3361.50,94
3341934,,FALSE POSITIVE,0,1,2003.10,73
3343866,,FALSE POSITIVE,0,0,23.30,2404
4839180,,FALSE POSITIVE,0,1,732.50,0
4840263,,FALSE POSITIVE,0,1,454.10,1122
4840818,,FALSE POSITIVE,0,1,696.50,213
4847832,,FALSE POSITIVE,0,1,4578.30,0
4851217,,FALSE POSITIVE,0,1,967.70,875
4851338,,FALSE POSITIVE,0,0,13.00,872
4851356,,FALSE POSITIVE,0,0,12.00,873
4862332,,FALSE POSITIVE,0,0,10.80,530
4862625,,FALSE POSITIVE,0,1,796.50,69
5393558,,FALSE POSITIVE,0,1,3617.50,133
5397905,,FALSE POSITIVE,0,0,9.60,1089
5444392,,FALSE POSITIVE,0,1,1728.10,1773
5460835,,FALSE POSITIVE,0,1,2642.20,50
5462901,,FALSE POSITIVE,0,1,553.00,198
5471010,,FALSE POSITIVE,1,0,23.60,110
6447326,,FALSE POSITIVE,1,0,35.70,315
6448768,,FALSE POSITIVE,0,1,3181.50,81
6449291,,FALSE POSITIVE,0,0,10.10,233
6449552,,FALSE POSITIVE,0,1,3487.50,0
6452742,,FALSE POSITIVE,0,1,679.80,1949
6464285,,FALSE POSITIVE,0,1,1509.30,1591
6466939,,FALSE POSITIVE,0,1,1054.40,1173
6468938,,FALSE POSITIVE,0,1,1307.00,190
8429014,,FALSE POSITIVE,0,0,19.10,142
7200301,,FALSE POSITIVE,1,0,15.60,2370
7203179,,FALSE POSITIVE,1,0,2121.80,598
7203194,,FALSE POSITIVE,0,1,13.60,596
7204073,,FALSE POSITIVE,1,0,27.00,2360
7212722,,FALSE POSITIVE,0,1,2338.30,584
7280953,,FALSE POSITIVE,0,0,,2361
7281217,,FALSE POSITIVE,1,0,45.90,2374
7281229,,FALSE POSITIVE,1,0,17.00,2307
8143170,,FALSE POSITIVE,1,0,1292.00,48
8145789,,FALSE POSITIVE,0,1,939.50,1602
8155584,,FALSE POSITIVE,0,1,285.40,4
8158324,,FALSE POSITIVE,1,0,7.10,3
8162376,,FALSE POSITIVE,0,0,11.00,1887
8953281,,FALSE POSITIVE,0,1,20.50,261
8953426,,FALSE POSITIVE,0,1,2274.70,265
8953475,,FALSE POSITIVE,0,0,12.40,265
8957572,,FALSE POSITIVE,1,0,27.90,858
8973000,,FALSE POSITIVE,0,1,2829.00,49
9881258,,FALSE POSITIVE,0,1,1545.80,662
9899153,,FALSE POSITIVE,0,0,13.00,1008
9899193,,FALSE POSITIVE,0,0,5.00,1010
9899410,,FALSE POSITIVE,0,0,31.40,938
9899421,,FALSE POSITIVE,0,0,11.90,491
